Location,Price,Rooms,Bathrooms,Car Parks,Furnishing,SizeType,SizeValue,Property Type Supergroup
Country Heights Damansara,8000000.0,3.0,7.0,6.0,Partly Furnished,Land area,10600.0,Bungalow
Damansara Heights,6500000.0,3.0,4.0,6.0,Partly Furnished,Land area,7880.0,Bungalow
Desa ParkCity,2750000.0,2.0,4.0,0.0,Partly Furnished,Land area,0.0,Terrace/Link House
Desa ParkCity,2050000.0,2.0,4.0,0.0,Partly Furnished,Land area,0.0,Terrace/Link House
Desa ParkCity,1200000.0,3.0,2.0,0.0,Partly Furnished,Built-up,1400.0,Townhouse
Bangsar,1600000.0,3.0,2.0,2.0,Partly Furnished,Built-up,2400.0,Townhouse
Desa ParkCity,1730000.0,2.0,3.0,2.0,Fully Furnished,Built-up,1690.0,Condominium
Desa ParkCity,1500000.0,2.0,2.0,2.0,Fully Furnished,Built-up,1346.0,Condominium
Desa ParkCity,2800000.0,2.0,4.0,0.0,Partly Furnished,Land area,1302.0,Terrace/Link House
Desa ParkCity,3280000.0,2.0,4.0,0.0,Partly Furnished,Land area,3200.0,Bungalow
Desa ParkCity,1500000.0,2.0,3.0,2.0,Partly Furnished,Built-up,1400.0,Condominium
Desa ParkCity,5500000.0,4.0,8.0,0.0,Partly Furnished,Land area,2805.0,Terrace/Link House
Desa ParkCity,1180000.0,2.0,3.0,2.0,Partly Furnished,Built-up,1507.0,Condominium
Desa ParkCity,2300000.0,3.0,3.0,0.0,Partly Furnished,Land area,1826.0,Terrace/Link House
Desa ParkCity,1990000.0,2.0,3.0,0.0,Partly Furnished,Land area,0.0,Terrace/Link House
Desa ParkCity,1950000.0,2.0,3.0,0.0,Fully Furnished,Built-up,2300.0,Terrace/Link House
KLCC,2950000.0,2.0,4.0,2.0,Partly Furnished,Built-up,2674.0,Condominium
Bangsar South,490000.0,3.0,1.0,1.0,Fully Furnished,Built-up,520.0,Serviced Residence
KLCC,3090000.0,3.0,2.0,2.0,Partly Furnished,Built-up,1572.0,Serviced Residence
Desa ParkCity,3600000.0,3.0,6.0,0.0,Partly Furnished,Land area,0.0,Semi-detached House
KLCC,1230000.0,2.0,4.0,2.0,Fully Furnished,Built-up,1378.0,Serviced Residence
Jalan Klang Lama (Old Klang Road),350000.0,3.0,2.0,1.0,Partly Furnished,Built-up,950.0,Serviced Residence
KLCC,1230000.0,3.0,1.0,1.0,Fully Furnished,Built-up,850.0,Serviced Residence
Desa ParkCity,1250000.0,2.0,2.0,2.0,Partly Furnished,Built-up,1303.0,Condominium
Desa ParkCity,2500000.0,2.0,5.0,3.0,Partly Furnished,Land area,0.0,Terrace/Link House
Desa ParkCity,1100000.0,2.0,3.0,2.0,Unfurnished,Built-up,1378.0,Condominium
Desa ParkCity,1980000.0,2.0,4.0,3.0,Partly Furnished,Land area,0.0,Terrace/Link House
Bangsar,1300000.0,3.0,2.0,2.0,Partly Furnished,Land area,0.0,Townhouse
Taman Melawati,2800000.0,2.0,6.0,4.0,Partly Furnished,Land area,5628.0,Bungalow
Taman Tun Dr Ismail,1050000.0,3.0,2.0,2.0,Unfurnished,Land area,0.0,Terrace/Link House
KLCC,3600000.0,2.0,5.0,2.0,Partly Furnished,Built-up,3897.0,Serviced Residence
Ampang Hilir,5900000.0,2.0,5.0,3.0,Unfurnished,Built-up,4000.0,Condominium
KLCC,3900000.0,3.0,2.0,2.0,Partly Furnished,Built-up,1636.0,Serviced Residence
KLCC,1300000.0,3.0,1.0,1.0,Partly Furnished,Built-up,925.0,Serviced Residence
KLCC,1240000.0,3.0,1.0,0.0,Fully Furnished,Built-up,850.0,Serviced Residence
Bukit Jalil,438000.0,3.0,2.0,1.0,Partly Furnished,Built-up,1018.0,Apartment
Jalan Klang Lama (Old Klang Road),530000.0,2.0,2.0,1.0,Partly Furnished,Built-up,900.0,Serviced Residence
Setiawangsa,590000.0,3.0,2.0,2.0,Partly Furnished,Built-up,1196.0,Condominium
KLCC,1000000.0,3.0,1.0,1.0,Partly Furnished,Built-up,751.0,Condominium
KLCC,1900000.0,2.0,2.0,1.0,Partly Furnished,Built-up,915.0,Condominium
KLCC,2400000.0,3.0,2.0,1.0,Fully Furnished,Built-up,1006.0,Serviced Residence
Setapak,380000.0,2.0,2.0,2.0,Unfurnished,Built-up,950.0,Condominium
KLCC,1198000.0,1.0,1.0,1.0,Fully Furnished,Built-up,764.0,Serviced Residence
KLCC,1000000.0,3.0,1.0,1.0,Partly Furnished,Built-up,657.0,Condominium
Bangsar,12000000.0,4.0,6.0,4.0,Partly Furnished,Land area,11500.0,Bungalow
Taman Tun Dr Ismail,1280000.0,3.0,3.0,2.0,Partly Furnished,Land area,0.0,Terrace/Link House
KLCC,1780000.0,3.0,1.0,1.0,Fully Furnished,Built-up,728.0,Serviced Residence
OUG,5900000.0,4.0,8.0,0.0,Partly Furnished,Land area,12722.0,Bungalow
KLCC,2300000.0,3.0,1.0,1.0,Partly Furnished,Built-up,1023.0,Serviced Residence
Sungai Besi,1340000.0,2.0,6.0,4.0,Partly Furnished,Land area,0.0,Terrace/Link House
Sungai Besi,1600000.0,2.0,6.0,4.0,Partly Furnished,Land area,0.0,Terrace/Link House
KLCC,1000000.0,3.0,1.0,1.0,Partly Furnished,Built-up,751.0,Condominium
KLCC,800000.0,2.0,3.0,1.0,Fully Furnished,Built-up,1055.0,Serviced Residence
Sentul,320000.0,3.0,2.0,2.0,Unfurnished,Land area,0.0,Serviced Residence
Sungai Besi,1340000.0,2.0,6.0,0.0,Unfurnished,Built-up,3216.0,Terrace/Link House
KLCC,3600000.0,2.0,5.0,2.0,Partly Furnished,Built-up,3897.0,Serviced Residence
Bukit Bintang,6000000.0,2.0,5.0,2.0,Partly Furnished,Built-up,4157.0,Serviced Residence
Taman Tun Dr Ismail,1090000.0,3.0,2.0,2.0,Partly Furnished,Land area,0.0,Terrace/Link House
KLCC,1250000.0,2.0,4.0,2.0,Fully Furnished,Built-up,1378.0,Serviced Residence
KLCC,2300000.0,3.0,2.0,1.0,Partly Furnished,Built-up,1023.0,Serviced Residence
Taman Tun Dr Ismail,1330000.0,2.0,3.0,2.0,Partly Furnished,Land area,0.0,Terrace/Link House
Bukit Jalil,900000.0,2.0,3.0,3.0,Partly Furnished,Built-up,1513.0,Condominium
Mont Kiara,1850000.0,2.0,4.0,2.0,Partly Furnished,Built-up,1830.0,Condominium
KLCC,2400000.0,3.0,2.0,1.0,Partly Furnished,Built-up,1006.0,Serviced Residence
Wangsa Maju,1613300.0,2.0,5.0,3.0,Partly Furnished,Built-up,2336.0,Condominium
KLCC,2440000.0,3.0,2.0,1.0,Fully Furnished,Built-up,1023.0,Serviced Residence
Damansara Heights,5000000.0,2.0,3.0,4.0,Partly Furnished,Land area,7700.0,Bungalow
Sri Hartamas,7300000.0,3.0,6.0,6.0,Partly Furnished,Land area,7300.0,Bungalow
KLCC,3200000.0,3.0,2.0,1.0,Unfurnished,Built-up,1572.0,Serviced Residence
Mont Kiara,1850000.0,2.0,4.0,2.0,Partly Furnished,Built-up,1830.0,Condominium
KL Sentral,783990.0,3.0,1.0,1.0,Partly Furnished,Built-up,650.0,Serviced Residence
Jalan Sultan Ismail,495000.0,3.0,1.0,0.0,Fully Furnished,Built-up,560.0,Serviced Residence
Chan Sow Lin,569200.0,1.0,2.0,2.0,Unfurnished,Built-up,888.0,Serviced Residence
Cheras,439600.0,3.0,2.0,2.0,Partly Furnished,Land area,0.0,Condominium
Taman Tun Dr Ismail,1150000.0,3.0,2.0,1.0,Partly Furnished,Built-up,1560.0,Condominium
Bukit Jalil,425000.0,3.0,2.0,1.0,Partly Furnished,Land area,1087.0,Condominium
Bangsar,10000000.0,3.0,7.0,5.0,Partly Furnished,Built-up,6913.0,Condominium
Mont Kiara,1800000.0,2.0,4.0,2.0,Partly Furnished,Built-up,2243.0,Condominium
Taman Desa,1480000.0,2.0,3.0,0.0,Unfurnished,Land area,0.0,Terrace/Link House
Cheras,439600.0,3.0,2.0,2.0,Partly Furnished,Land area,0.0,Condominium
Bangsar,6670000.0,2.0,6.0,0.0,Partly Furnished,Built-up,4771.0,Condominium
Jalan Kuching,580000.0,3.0,2.0,1.0,Partly Furnished,Built-up,1590.0,Condominium
Mont Kiara,618000.0,3.0,1.0,1.0,Fully Furnished,Land area,650.0,Serviced Residence
Mont Kiara,1518000.0,2.0,3.0,3.0,Partly Furnished,Built-up,2648.0,Condominium
Mont Kiara,2220000.0,2.0,4.0,3.0,Partly Furnished,Built-up,2973.0,Condominium
KLCC,3600000.0,3.0,4.0,2.0,Fully Furnished,Built-up,3897.0,Serviced Residence
Taman Tun Dr Ismail,1150000.0,3.0,2.0,2.0,Partly Furnished,Land area,0.0,Terrace/Link House
Desa ParkCity,2800000.0,2.0,4.0,3.0,Partly Furnished,Land area,0.0,Terrace/Link House
Taman Tun Dr Ismail,3100000.0,2.0,4.0,3.0,Partly Furnished,Land area,3600.0,Semi-detached House
Taman Tun Dr Ismail,1380000.0,3.0,3.0,2.0,Partly Furnished,Land area,0.0,Terrace/Link House
Taman Tun Dr Ismail,1450000.0,3.0,2.0,2.0,Fully Furnished,Land area,0.0,Terrace/Link House
Bangsar,4900000.0,3.0,4.0,4.0,Partly Furnished,Land area,11676.0,Bungalow
Taman Tun Dr Ismail,1680000.0,3.0,3.0,4.0,Partly Furnished,Land area,0.0,Terrace/Link House
Damansara Heights,1550000.0,3.0,3.0,2.0,Unfurnished,Land area,0.0,Terrace/Link House
Mont Kiara,1950000.0,2.0,4.0,3.0,Fully Furnished,Built-up,2535.0,Condominium
Desa ParkCity,3200000.0,2.0,4.0,0.0,Partly Furnished,Built-up,4300.0,Terrace/Link House
KLCC,3600000.0,2.0,4.0,2.0,Partly Furnished,Built-up,3897.0,Serviced Residence
Sungai Besi,600000.0,2.0,2.0,2.0,Partly Furnished,Land area,1025.0,Serviced Residence
City Centre,4130000.0,2.0,5.0,2.0,Partly Furnished,Built-up,3713.0,Condominium
KL Sentral,2300000.0,2.0,4.0,2.0,Unfurnished,Built-up,1873.0,Serviced Residence
KL Sentral,5149700.0,2.0,5.0,0.0,Unfurnished,Built-up,2982.0,Serviced Residence
KL Sentral,5129000.0,2.0,4.0,0.0,Unfurnished,Built-up,3143.0,Serviced Residence
KLCC,1780000.0,3.0,3.0,2.0,Fully Furnished,Built-up,1232.0,Condominium
Bukit Jalil,900000.0,2.0,3.0,3.0,Partly Furnished,Built-up,1513.0,Condominium
Bukit Jalil,597000.0,3.0,2.0,2.0,Unfurnished,Built-up,1550.0,Condominium
Bangsar,6380000.0,2.0,5.0,3.0,Partly Furnished,Built-up,4025.0,Condominium
Bangsar,6900000.0,2.0,6.0,3.0,Partly Furnished,Built-up,4945.0,Condominium
Jalan Klang Lama (Old Klang Road),660000.0,3.0,2.0,2.0,Partly Furnished,Land area,992.0,Condominium
KLCC,3125000.0,1.0,2.0,2.0,Partly Furnished,Built-up,1421.0,Serviced Residence
KLCC,2480000.0,3.0,1.0,1.0,Partly Furnished,Built-up,1023.0,Serviced Residence
Damansara Heights,4000000.0,2.0,5.0,2.0,Partly Furnished,Land area,3700.0,Semi-detached House
KLCC,1050000.0,2.0,4.0,2.0,Partly Furnished,Built-up,1313.0,Serviced Residence
KLCC,1833000.0,3.0,1.0,1.0,Fully Furnished,Built-up,925.0,Serviced Residence
Bandar Menjalara,888000.0,2.0,3.0,0.0,Unfurnished,Land area,0.0,Terrace/Link House
KLCC,2999000.0,2.0,3.0,3.0,Fully Furnished,Built-up,2066.0,Serviced Residence
Bukit Jalil,638000.0,1.0,1.0,1.0,Partly Furnished,Built-up,721.0,Serviced Residence
Bangsar,6842500.0,2.0,5.0,4.0,Partly Furnished,Built-up,4025.0,Condominium
Bangsar,8476050.0,2.0,5.0,4.0,Partly Furnished,Built-up,5137.0,Condominium
Damansara Heights,14000000.0,4.0,6.0,0.0,Partly Furnished,Land area,9124.0,Bungalow
Mont Kiara,1415000.0,2.0,4.0,2.0,Partly Furnished,Built-up,1496.0,Condominium
Damansara Heights,12800000.0,6.0,5.0,0.0,Partly Furnished,Land area,14380.0,Bungalow
Bukit Tunku (Kenny Hills),6900000.0,3.0,5.0,0.0,Partly Furnished,Land area,12000.0,Bungalow
KLCC,1380000.0,2.0,4.0,2.0,Fully Furnished,Built-up,1701.0,Serviced Residence
KLCC,2800000.0,3.0,2.0,0.0,Fully Furnished,Built-up,1103.0,Serviced Residence
Bangsar,8280000.0,2.0,6.0,4.0,Partly Furnished,Built-up,5137.0,Condominium
Taman Desa,3690000.0,2.0,5.0,6.0,Unfurnished,Land area,3658.0,Semi-detached House
Sri Petaling,950000.0,2.0,3.0,2.0,Partly Furnished,Land area,1650.0,Terrace/Link House
Bukit Jalil,4000000.0,4.0,7.0,4.0,Partly Furnished,Land area,5337.0,Bungalow
Bangsar,9960000.0,3.0,7.0,6.0,Partly Furnished,Built-up,6913.0,Condominium
Bangsar,6660000.0,3.0,5.0,3.0,Partly Furnished,Built-up,4771.0,Condominium
Bangsar,6300000.0,2.0,5.0,3.0,Partly Furnished,Built-up,4025.0,Condominium
Taman Desa,628000.0,3.0,2.0,1.0,Partly Furnished,Built-up,1150.0,Condominium
Taman Desa,628000.0,3.0,2.0,1.0,Partly Furnished,Built-up,1150.0,Condominium
Mont Kiara,1590000.0,2.0,4.0,2.0,Partly Furnished,Built-up,1878.0,Condominium
KLCC,3330000.0,2.0,3.0,1.0,Fully Furnished,Built-up,2789.0,Serviced Residence
Setapak,428000.0,2.0,2.0,2.0,Partly Furnished,Built-up,918.0,Serviced Residence
Sungai Besi,2250000.0,3.0,5.0,7.0,Partly Furnished,Land area,0.0,Terrace/Link House
Taman Tun Dr Ismail,4800000.0,3.0,4.0,0.0,Partly Furnished,Land area,8300.0,Bungalow
Taman Tun Dr Ismail,1890000.0,2.0,2.0,0.0,Partly Furnished,Land area,0.0,Terrace/Link House
Desa ParkCity,815000.0,3.0,2.0,0.0,Fully Furnished,Built-up,1085.0,Condominium
Bangsar,7500000.0,2.0,5.0,4.0,Partly Furnished,Built-up,4025.0,Condominium
KLCC,1450000.0,3.0,2.0,1.0,Fully Furnished,Built-up,867.0,Condominium
Desa ParkCity,2950000.0,2.0,5.0,0.0,Unfurnished,Built-up,3082.0,Terrace/Link House
KLCC,1000000.0,3.0,1.0,1.0,Partly Furnished,Built-up,751.0,Condominium
Bangsar South,640000.0,3.0,2.0,1.0,Unfurnished,Built-up,823.0,Serviced Residence
Bangsar South,840000.0,3.0,2.0,1.0,Unfurnished,Built-up,1119.0,Serviced Residence
Mont Kiara,2600000.0,2.0,5.0,3.0,Partly Furnished,Built-up,3478.0,Condominium
Taman Tun Dr Ismail,1550000.0,2.0,3.0,2.0,Unfurnished,Built-up,1444.0,Serviced Residence
Taman Tun Dr Ismail,2750000.0,2.0,4.0,2.0,Partly Furnished,Built-up,2426.0,Serviced Residence
Seputeh,5500000.0,3.0,6.0,4.0,Fully Furnished,Land area,5446.0,Bungalow
Setapak,428000.0,2.0,2.0,2.0,Unfurnished,Built-up,918.0,Serviced Residence
Bukit Tunku (Kenny Hills),14800000.0,4.0,9.0,6.0,Partly Furnished,Land area,12000.0,Bungalow
KLCC,28000000.0,3.0,16.0,10.0,Partly Furnished,Land area,26000.0,Bungalow
Taman Tun Dr Ismail,1800000.0,2.0,3.0,3.0,Partly Furnished,Land area,0.0,Terrace/Link House
Sentul,770000.0,3.0,3.0,2.0,Partly Furnished,Built-up,1186.0,Condominium
Taman Tun Dr Ismail,1650000.0,3.0,3.0,2.0,Unfurnished,Land area,0.0,Terrace/Link House
Damansara Heights,3600000.0,3.0,7.0,5.0,Unfurnished,Land area,5000.0,Bungalow
Damansara Heights,6500000.0,3.0,6.0,4.0,Unfurnished,Land area,8500.0,Bungalow
KLCC,870000.0,2.0,3.0,0.0,Fully Furnished,Built-up,1055.0,Serviced Residence
KLCC,1200000.0,3.0,2.0,1.0,Partly Furnished,Built-up,976.0,Condominium
Bangsar,7600000.0,3.0,6.0,0.0,Fully Furnished,Land area,7750.0,Bungalow
Segambut,720000.0,2.0,3.0,2.0,Fully Furnished,Built-up,1577.0,Condominium
Bukit Jalil,1150000.0,3.0,3.0,4.0,Partly Furnished,Built-up,1772.0,Condominium
Bukit Jalil,928000.0,3.0,3.0,2.0,Partly Furnished,Built-up,1513.0,Condominium
Kepong,1680000.0,3.0,4.0,6.0,Fully Furnished,Land area,0.0,Terrace/Link House
KLCC,1350000.0,1.0,2.0,1.0,Fully Furnished,Built-up,900.0,Serviced Residence
Jalan Klang Lama (Old Klang Road),360000.0,3.0,2.0,1.0,Partly Furnished,Built-up,1088.0,Condominium
KLCC,1000000.0,3.0,1.0,1.0,Partly Furnished,Built-up,751.0,Condominium
KLCC,830000.0,3.0,1.0,0.0,Fully Furnished,Built-up,473.0,Serviced Residence
Cheras,868000.0,3.0,4.0,2.0,Partly Furnished,Land area,0.0,Terrace/Link House
Mont Kiara,1865000.0,2.0,5.0,3.0,Partly Furnished,Built-up,2535.0,Condominium
KLCC,1308000.0,1.0,1.0,1.0,Fully Furnished,Built-up,753.0,Condominium
KLCC,1760000.0,2.0,2.0,2.0,Fully Furnished,Built-up,1159.0,Condominium
Sungai Besi,568000.0,3.0,2.0,2.0,Partly Furnished,Built-up,904.0,Condominium
KLCC,1020000.0,3.0,2.0,1.0,Fully Furnished,Built-up,813.0,Serviced Residence
KLCC,2400000.0,3.0,2.0,1.0,Fully Furnished,Built-up,1103.0,Serviced Residence
KLCC,1099000.0,2.0,2.0,1.0,Fully Furnished,Built-up,833.0,Serviced Residence
Desa ParkCity,1850000.0,2.0,3.0,3.0,Partly Furnished,Land area,0.0,Terrace/Link House
KLCC,1550000.0,3.0,2.0,2.0,Fully Furnished,Land area,910.0,Serviced Residence
Mont Kiara,1420000.0,3.0,4.0,2.0,Fully Furnished,Built-up,1496.0,Condominium
Taman Tun Dr Ismail,1280000.0,2.0,3.0,2.0,Partly Furnished,Land area,0.0,Terrace/Link House
Mont Kiara,2150000.0,2.0,4.0,0.0,Partly Furnished,Built-up,2707.0,Condominium
Taman Tun Dr Ismail,1060000.0,3.0,2.0,2.0,Unfurnished,Land area,0.0,Terrace/Link House
Mont Kiara,2550000.0,2.0,5.0,2.0,Partly Furnished,Built-up,2973.0,Condominium
Mont Kiara,1850000.0,3.0,3.0,2.0,Unfurnished,Built-up,1573.0,Serviced Residence
Bukit Jalil,980000.0,2.0,3.0,2.0,Fully Furnished,Built-up,1513.0,Condominium
Damansara Heights,2650000.0,2.0,5.0,3.0,Partly Furnished,Built-up,2077.0,Serviced Residence
KLCC,3364000.0,2.0,2.0,2.0,Fully Furnished,Built-up,1399.0,Serviced Residence
KLCC,1420000.0,2.0,2.0,1.0,Partly Furnished,Built-up,976.0,Condominium
KLCC,2889000.0,3.0,2.0,1.0,Fully Furnished,Built-up,1163.0,Serviced Residence
KLCC,1450000.0,3.0,1.0,0.0,Fully Furnished,Built-up,1050.0,Serviced Residence
Ampang Hilir,6220000.0,2.0,6.0,0.0,Fully Furnished,Built-up,4327.0,Condominium
City Centre,1080000.0,3.0,2.0,1.0,Partly Furnished,Built-up,1411.0,Condominium
City Centre,916000.0,3.0,1.0,1.0,Fully Furnished,Built-up,1119.0,Condominium
Mont Kiara,2500000.0,3.0,4.0,4.0,Partly Furnished,Built-up,3833.0,Semi-detached House
Sungai Besi,2200000.0,2.0,5.0,5.0,Partly Furnished,Land area,3282.0,Semi-detached House
Ampang,3600000.0,2.0,4.0,6.0,Unfurnished,Land area,9670.0,Bungalow
Taman Tun Dr Ismail,5000000.0,4.0,5.0,3.0,Fully Furnished,Land area,6000.0,Bungalow
Taman Tun Dr Ismail,2780000.0,3.0,3.0,2.0,Partly Furnished,Land area,0.0,Semi-detached House
Bangsar South,530000.0,3.0,1.0,0.0,Fully Furnished,Built-up,638.0,Serviced Residence
Cheras,600000.0,3.0,3.0,2.0,Unfurnished,Land area,0.0,Terrace/Link House
Sungai Besi,1000000.0,3.0,4.0,2.0,Partly Furnished,Land area,0.0,Terrace/Link House
KL Sentral,2434900.0,2.0,4.0,1.0,Unfurnished,Land area,1873.0,Serviced Residence
Damansara Heights,1600000.0,1.0,2.0,1.0,Partly Furnished,Built-up,1152.0,Serviced Residence
Taman Melawati,2000000.0,3.0,6.0,3.0,Partly Furnished,Land area,3200.0,Semi-detached House
Cheras,535000.0,3.0,1.0,1.0,Partly Furnished,Built-up,762.0,Serviced Residence
KLCC,6400000.0,2.0,4.0,0.0,Unfurnished,Built-up,2013.0,Condominium
Sungai Besi,1300000.0,2.0,6.0,4.0,Partly Furnished,Land area,0.0,Terrace/Link House
Sungai Besi,1030000.0,2.0,4.0,0.0,Partly Furnished,Land area,0.0,Terrace/Link House
KLCC,1200000.0,3.0,3.0,2.0,Fully Furnished,Built-up,1335.0,Serviced Residence
KL Sentral,2550000.0,2.0,5.0,2.0,Partly Furnished,Built-up,1830.0,Serviced Residence
Ampang,2590000.0,3.0,6.0,2.0,Partly Furnished,Land area,0.0,Bungalow
Ampang,1480000.0,2.0,4.0,2.0,Fully Furnished,Built-up,1876.0,Condominium
Sungai Besi,1348000.0,3.0,6.0,4.0,Unfurnished,Built-up,3216.0,Terrace/Link House
Setapak,428000.0,2.0,2.0,2.0,Partly Furnished,Built-up,918.0,Serviced Residence
Mont Kiara,618000.0,3.0,1.0,1.0,Fully Furnished,Built-up,462.0,Serviced Residence
Mont Kiara,1590000.0,2.0,3.0,2.0,Partly Furnished,Built-up,2201.0,Condominium
KLCC,900000.0,2.0,2.0,0.0,Fully Furnished,Built-up,811.0,Serviced Residence
Mont Kiara,1700000.0,2.0,4.0,2.0,Fully Furnished,Built-up,1496.0,Condominium
Setapak,360000.0,3.0,1.0,0.0,Partly Furnished,Built-up,618.0,Serviced Residence
Mont Kiara,1950000.0,2.0,4.0,2.0,Partly Furnished,Built-up,1830.0,Condominium
KLCC,2300000.0,3.0,1.0,2.0,Partly Furnished,Built-up,1023.0,Serviced Residence
KLCC,1250000.0,2.0,3.0,2.0,Fully Furnished,Built-up,1335.0,Serviced Residence
KLCC,3166000.0,3.0,2.0,1.0,Fully Furnished,Built-up,1423.0,Serviced Residence
Jalan Klang Lama (Old Klang Road),370000.0,3.0,2.0,2.0,Partly Furnished,Built-up,950.0,Serviced Residence
Sunway SPK,1600000.0,3.0,5.0,0.0,Partly Furnished,Land area,0.0,Terrace/Link House
KLCC,1000000.0,3.0,1.0,1.0,Fully Furnished,Built-up,751.0,Condominium
Bangsar,6700000.0,2.0,6.0,3.0,Unfurnished,Built-up,4771.0,Condominium
Bangsar,6600000.0,2.0,5.0,3.0,Unknown,Built-up,4025.0,Condominium
Bangsar,7400000.0,2.0,5.0,5.0,Partly Furnished,Built-up,5137.0,Condominium
Bangsar,6600000.0,2.0,6.0,0.0,Partly Furnished,Built-up,4945.0,Condominium
Damansara Heights,12800000.0,4.0,9.0,10.0,Fully Furnished,Land area,8000.0,Bungalow
Damansara Heights,4500000.0,3.0,7.0,3.0,Partly Furnished,Land area,2970.0,Bungalow
Bangsar,6800000.0,4.0,6.0,6.0,Partly Furnished,Land area,7416.0,Bungalow
KL Eco City,1288972.0,3.0,2.0,1.0,Fully Furnished,Built-up,1076.0,Condominium
KL Sentral,3700000.0,3.0,3.0,1.0,Partly Furnished,Built-up,1738.0,Serviced Residence
KLCC,8400000.0,3.0,3.0,2.0,Unfurnished,Built-up,2454.0,Condominium
Cheras,410000.0,3.0,2.0,2.0,Partly Furnished,Built-up,885.0,Condominium
Taman Tun Dr Ismail,1600000.0,3.0,3.0,2.0,Partly Furnished,Land area,0.0,Terrace/Link House
KLCC,3360000.0,1.0,2.0,2.0,Partly Furnished,Built-up,1421.0,Serviced Residence
Damansara Heights,1770000.0,1.0,2.0,1.0,Fully Furnished,Built-up,1152.0,Serviced Residence
Desa ParkCity,1849000.0,3.0,4.0,0.0,Partly Furnished,Land area,0.0,Terrace/Link House
Mont Kiara,1860000.0,2.0,4.0,2.0,Partly Furnished,Built-up,2070.0,Condominium
KLCC,1450000.0,3.0,2.0,1.0,Fully Furnished,Built-up,1050.0,Serviced Residence
Bukit Jalil,1060000.0,2.0,4.0,4.0,Partly Furnished,Built-up,1772.0,Condominium
Bukit Jalil,900000.0,2.0,3.0,2.0,Partly Furnished,Built-up,1513.0,Condominium
Jalan Klang Lama (Old Klang Road),1080000.0,2.0,4.0,2.0,Partly Furnished,Built-up,1875.0,Condominium
Pantai,570000.0,3.0,2.0,1.0,Partly Furnished,Land area,1200.0,Condominium
Mont Kiara,1880000.0,2.0,3.0,2.0,Partly Furnished,Built-up,2243.0,Condominium
Mont Kiara,1685000.0,2.0,3.0,2.0,Partly Furnished,Built-up,2038.0,Condominium
Bukit Jalil,550000.0,3.0,2.0,2.0,Partly Furnished,Built-up,1073.0,Condominium
KLCC,1000000.0,3.0,1.0,1.0,Partly Furnished,Built-up,751.0,Condominium
Kepong,490000.0,3.0,3.0,2.0,Partly Furnished,Land area,0.0,Terrace/Link House
Kepong,1250000.0,3.0,5.0,4.0,Partly Furnished,Land area,0.0,Terrace/Link House
Desa ParkCity,2790000.0,2.0,4.0,0.0,Partly Furnished,Built-up,3000.0,Terrace/Link House
KLCC,2500000.0,3.0,2.0,1.0,Partly Furnished,Built-up,1023.0,Serviced Residence
Desa ParkCity,2200000.0,3.0,5.0,0.0,Unknown,Land area,2200.0,Terrace/Link House
KLCC,780000.0,3.0,1.0,0.0,Fully Furnished,Built-up,497.0,Serviced Residence
Cheras,998000.0,3.0,5.0,0.0,Partly Furnished,Built-up,4186.0,Terrace/Link House
Bukit Bintang,2044800.0,3.0,2.0,1.0,Fully Furnished,Built-up,912.0,Serviced Residence
Bukit Jalil,1250000.0,2.0,4.0,2.0,Fully Furnished,Built-up,1700.0,Condominium
KLCC,4950000.0,3.0,4.0,2.0,Fully Furnished,Built-up,3300.0,Serviced Residence
Mont Kiara,2340000.0,2.0,5.0,3.0,Partly Furnished,Land area,0.0,Condominium
Mont Kiara,1698000.0,2.0,4.0,2.0,Partly Furnished,Land area,0.0,Condominium
Mont Kiara,1420000.0,2.0,4.0,2.0,Partly Furnished,Built-up,1496.0,Condominium
ADIVA Desa ParkCity,2400000.0,2.0,5.0,0.0,Partly Furnished,Land area,0.0,Terrace/Link House
Jalan Klang Lama (Old Klang Road),928000.0,2.0,2.0,2.0,Unfurnished,Built-up,1523.0,Condominium
Bukit Jalil,565000.0,3.0,2.0,2.0,Partly Furnished,Built-up,1100.0,Condominium
Jalan Klang Lama (Old Klang Road),1550000.0,2.0,4.0,4.0,Partly Furnished,Built-up,2638.0,Condominium
Taman Tun Dr Ismail,1800000.0,3.0,3.0,3.0,Partly Furnished,Land area,0.0,Terrace/Link House
Damansara Heights,3200000.0,2.0,5.0,4.0,Partly Furnished,Land area,3670.0,Semi-detached House
Jalan Klang Lama (Old Klang Road),670000.0,3.0,2.0,2.0,Fully Furnished,Built-up,907.0,Serviced Residence
KLCC,1000000.0,3.0,1.0,1.0,Partly Furnished,Built-up,657.0,Condominium
City Centre,5999000.0,2.0,4.0,3.0,Fully Furnished,Built-up,3289.0,Condominium
Jalan Klang Lama (Old Klang Road),1350000.0,2.0,4.0,3.0,Unfurnished,Built-up,2128.0,Condominium
Mont Kiara,2230000.0,2.0,5.0,3.0,Partly Furnished,Built-up,2973.0,Condominium
City Centre,830000.0,3.0,2.0,1.0,Fully Furnished,Built-up,1072.0,Condominium
City Centre,1100000.0,2.0,4.0,2.0,Partly Furnished,Built-up,2111.0,Condominium
Damansara Heights,8300000.0,3.0,6.0,4.0,Partly Furnished,Land area,6103.0,Bungalow
Sri Hartamas,3450000.0,2.0,5.0,3.0,Partly Furnished,Land area,5200.0,Bungalow
